FrameNumber,ROI
1,"[249, 23, 658, 541]"
2,"[251, 23, 658, 541]"
3,"[250, 24, 658, 541]"
4,"[250, 23, 658, 542]"
5,"[250, 22, 658, 542]"
6,"[250, 22, 658, 541]"
7,"[251, 23, 658, 541]"
8,"[251, 23, 658, 540]"
9,"[251, 23, 657, 540]"
10,"[251, 23, 655, 540]"
11,"[251, 24, 655, 539]"
12,"[251, 24, 655, 539]"
13,"[253, 25, 653, 539]"
14,"[252, 25, 653, 539]"
15,"[251, 25, 653, 538]"
16,"[251, 25, 652, 538]"
17,"[251, 25, 650, 538]"
18,"[251, 25, 650, 538]"
19,"[252, 24, 649, 538]"
20,"[252, 24, 650, 538]"
21,"[251, 24, 650, 537]"
22,"[251, 24, 651, 536]"
23,"[251, 24, 651, 537]"
24,"[252, 24, 650, 537]"
25,"[252, 24, 650, 536]"
26,"[254, 24, 649, 536]"
27,"[254, 23, 648, 535]"
28,"[252, 22, 647, 535]"
29,"[252, 21, 648, 536]"
30,"[252, 21, 653, 537]"
31,"[262, 21, 654, 537]"
32,"[252, 21, 654, 537]"
33,"[252, 21, 653, 537]"
34,"[252, 21, 653, 537]"
35,"[252, 21, 649, 536]"
36,"[253, 22, 650, 536]"
37,"[253, 22, 650, 536]"
38,"[256, 23, 651, 536]"
39,"[255, 23, 655, 538]"
40,"[254, 23, 657, 538]"
41,"[254, 23, 657, 539]"
42,"[252, 23, 657, 540]"
43,"[252, 23, 657, 540]"
44,"[252, 23, 655, 540]"
45,"[253, 23, 655, 540]"
46,"[253, 24, 656, 540]"
47,"[253, 24, 656, 540]"
48,"[252, 24, 656, 540]"
49,"[251, 24, 657, 540]"
50,"[251, 24, 657, 540]"
51,"[251, 24, 657, 540]"
52,"[251, 24, 657, 541]"
53,"[251, 26, 656, 541]"
54,"[251, 26, 656, 541]"
55,"[251, 26, 656, 541]"
56,"[251, 26, 656, 542]"
57,"[251, 27, 654, 542]"
58,"[251, 27, 654, 542]"
59,"[250, 27, 654, 542]"
60,"[250, 27, 654, 542]"
61,"[251, 27, 654, 541]"
62,"[251, 27, 654, 541]"
63,"[251, 27, 655, 541]"
64,"[251, 27, 655, 542]"
65,"[250, 27, 656, 542]"
66,"[250, 28, 656, 542]"
67,"[250, 27, 655, 542]"
68,"[249, 27, 655, 542]"
69,"[249, 27, 655, 543]"
70,"[249, 27, 656, 543]"
71,"[249, 27, 657, 543]"
72,"[249, 27, 657, 543]"
73,"[249, 27, 657, 543]"
74,"[248, 28, 658, 543]"
75,"[248, 28, 658, 543]"
76,"[248, 28, 658, 543]"
77,"[248, 28, 658, 543]"
78,"[249, 28, 657, 543]"
79,"[247, 28, 656, 543]"
80,"[247, 28, 656, 543]"
81,"[249, 28, 655, 542]"
82,"[249, 28, 656, 542]"
83,"[249, 28, 656, 543]"
84,"[249, 27, 658, 543]"
85,"[249, 27, 659, 543]"
86,"[248, 28, 659, 542]"
87,"[248, 28, 658, 542]"
88,"[248, 28, 658, 543]"
89,"[249, 28, 658, 543]"
90,"[249, 29, 658, 542]"
91,"[250, 29, 659, 543]"
92,"[250, 29, 659, 543]"
93,"[250, 29, 658, 543]"
94,"[250, 29, 659, 542]"
95,"[250, 29, 659, 542]"
96,"[250, 29, 658, 542]"
97,"[250, 28, 658, 542]"
98,"[250, 28, 660, 542]"
99,"[250, 28, 660, 542]"
100,"[251, 28, 659, 542]"
101,"[252, 28, 658, 542]"
102,"[252, 28, 658, 543]"
103,"[253, 28, 658, 543]"
104,"[253, 28, 658, 543]"
105,"[253, 29, 657, 543]"
106,"[253, 28, 658, 543]"
107,"[252, 28, 658, 543]"
108,"[252, 28, 658, 543]"
109,"[253, 28, 657, 543]"
110,"[253, 28, 657, 542]"
111,"[253, 27, 658, 542]"
112,"[252, 27, 658, 542]"
113,"[252, 27, 658, 542]"
114,"[253, 27, 657, 542]"
115,"[252, 27, 657, 542]"
116,"[252, 27, 657, 542]"
117,"[252, 28, 655, 542]"
118,"[252, 28, 655, 542]"
119,"[252, 28, 656, 542]"
120,"[252, 28, 657, 542]"
121,"[251, 28, 659, 543]"
122,"[251, 28, 659, 543]"
123,"[251, 28, 658, 542]"
124,"[251, 29, 658, 542]"
125,"[251, 29, 657, 542]"
126,"[251, 29, 657, 542]"
127,"[251, 29, 657, 542]"
128,"[251, 28, 657, 543]"
129,"[252, 28, 656, 543]"
130,"[252, 29, 657, 542]"
131,"[252, 27, 657, 542]"
132,"[253, 27, 656, 542]"
133,"[253, 27, 656, 542]"
134,"[253, 27, 656, 542]"
135,"[253, 27, 655, 542]"
136,"[253, 27, 655, 542]"
137,"[253, 27, 655, 542]"
138,"[253, 27, 655, 543]"
139,"[253, 27, 655, 543]"
140,"[253, 27, 655, 543]"
141,"[252, 27, 656, 543]"
142,"[252, 27, 656, 543]"
143,"[253, 27, 655, 542]"
144,"[251, 26, 656, 543]"
145,"[251, 26, 658, 543]"
146,"[251, 26, 658, 542]"
147,"[251, 26, 658, 541]"
148,"[251, 26, 656, 542]"
149,"[252, 26, 655, 542]"
150,"[251, 27, 656, 542]"
151,"[250, 27, 658, 541]"
152,"[250, 27, 658, 541]"
153,"[250, 27, 657, 541]"
154,"[250, 28, 659, 541]"
155,"[250, 28, 659, 541]"
156,"[250, 27, 657, 541]"
157,"[250, 27, 658, 541]"
158,"[250, 27, 658, 541]"
159,"[250, 27, 658, 541]"
160,"[249, 27, 657, 541]"
161,"[248, 27, 658, 541]"
162,"[248, 27, 658, 542]"
163,"[248, 27, 659, 542]"
164,"[248, 27, 659, 541]"
165,"[249, 28, 660, 541]"
166,"[249, 28, 660, 541]"
167,"[249, 28, 660, 542]"
168,"[249, 28, 660, 542]"
169,"[250, 28, 658, 541]"
170,"[249, 28, 658, 542]"
171,"[249, 28, 658, 542]"
172,"[250, 27, 657, 541]"
173,"[250, 27, 657, 541]"
174,"[250, 28, 657, 541]"
175,"[250, 28, 657, 542]"
176,"[250, 28, 659, 542]"
177,"[250, 28, 659, 541]"
178,"[251, 27, 658, 541]"
179,"[250, 27, 657, 542]"
180,"[250, 27, 658, 542]"
181,"[251, 27, 659, 541]"
182,"[251, 27, 659, 541]"
183,"[251, 27, 659, 541]"
184,"[251, 27, 658, 541]"
185,"[250, 27, 659, 541]"
186,"[250, 28, 659, 541]"
187,"[250, 27, 659, 541]"
188,"[250, 27, 659, 541]"
189,"[250, 27, 659, 541]"
190,"[250, 28, 660, 541]"
191,"[249, 28, 660, 542]"
192,"[249, 28, 660, 542]"
193,"[250, 28, 658, 542]"
194,"[250, 28, 659, 542]"
195,"[251, 28, 659, 541]"
196,"[251, 28, 659, 541]"
197,"[250, 28, 659, 542]"
198,"[250, 28, 658, 542]"
199,"[250, 28, 659, 542]"
200,"[250, 28, 659, 541]"
201,"[250, 28, 659, 541]"
202,"[250, 28, 659, 541]"
203,"[250, 28, 658, 542]"
204,"[250, 28, 658, 542]"
205,"[250, 28, 658, 541]"
206,"[250, 28, 660, 541]"
207,"[249, 28, 660, 541]"
208,"[249, 28, 660, 541]"
209,"[250, 28, 660, 541]"
210,"[250, 28, 660, 541]"
211,"[250, 28, 659, 542]"
212,"[250, 28, 659, 542]"
213,"[250, 28, 658, 541]"
214,"[250, 28, 658, 541]"
215,"[249, 28, 660, 541]"
216,"[249, 28, 660, 541]"
217,"[251, 28, 659, 541]"
218,"[251, 28, 659, 541]"
219,"[250, 28, 659, 541]"
220,"[250, 28, 659, 542]"
221,"[250, 28, 659, 542]"
222,"[250, 28, 659, 541]"
223,"[250, 28, 658, 541]"
224,"[250, 28, 658, 541]"
225,"[250, 27, 660, 541]"
226,"[259, 27, 661, 539]"
227,"[251, 27, 661, 542]"
228,"[250, 26, 659, 542]"
229,"[250, 24, 659, 542]"
230,"[250, 23, 659, 542]"
231,"[249, 23, 659, 542]"
232,"[249, 23, 659, 542]"
233,"[249, 23, 659, 542]"
234,"[249, 23, 660, 542]"
235,"[248, 23, 660, 542]"
236,"[248, 23, 658, 543]"
237,"[248, 23, 658, 543]"
238,"[248, 23, 657, 543]"
239,"[249, 23, 656, 542]"
240,"[249, 23, 659, 542]"
241,"[248, 23, 660, 542]"
242,"[248, 23, 660, 542]"
243,"[249, 23, 659, 541]"
244,"[249, 24, 660, 541]"
245,"[248, 24, 661, 541]"
246,"[248, 24, 661, 541]"
247,"[248, 24, 661, 541]"
248,"[249, 25, 659, 541]"
249,"[249, 25, 657, 541]"
250,"[249, 25, 657, 542]"
251,"[248, 26, 657, 542]"
252,"[248, 26, 657, 541]"
253,"[250, 26, 656, 541]"
254,"[250, 26, 657, 541]"
255,"[249, 25, 658, 541]"
256,"[249, 25, 658, 541]"
257,"[250, 25, 657, 541]"
258,"[250, 25, 657, 541]"
259,"[251, 25, 658, 541]"
260,"[251, 25, 658, 541]"
