Frame,ME
1,0
1,21.142857142857142
2,22.272727272727273
3,23.347826086956523
4,24.42105263157895
5,24.945205479452056
6,25.27891156462585
7,24.488888888888887
8,23.64423076923077
9,22.844827586206897
10,22.87878787878788
11,22.875
12,22.666666666666668
13,22.0
14,21.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,21.333333333333332
26,22.166666666666668
27,23.39
28,23.23076923076923
29,22.27906976744186
30,21.4
31,23.25
32,21.666666666666668
33,21.0
34,21.625
35,24.0
36,25.63235294117647
37,25.07843137254902
38,23.69047619047619
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,23.0
55,24.285714285714285
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,23.0
70,22.916666666666668
71,24.21276595744681
72,25.297101449275363
73,26.91415313225058
74,28.493295019157088
75,28.362676056338028
76,28.565304087736788
77,27.876993166287015
78,26.70262390670554
79,25.910284463894968
80,24.938144329896907
81,24.580952380952382
82,23.20689655172414
83,25.0
84,22.2
85,22.4
86,24.016949152542374
87,25.141509433962263
88,27.5943661971831
89,29.533851276359602
90,30.610091743119266
91,30.739946380697052
92,30.269424823410695
93,30.06691919191919
94,30.09220985691574
95,29.762443438914026
96,28.338753387533874
97,26.190677966101696
98,23.79047619047619
99,24.333333333333332
100,22.4
101,26.6
102,21.4
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,21.0
109,21.666666666666668
110,23.1
111,25.178571428571427
112,26.64179104477612
113,22.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,23.833333333333332
125,27.4
126,23.0
127,21.0
128,23.0
129,0.0
130,0.0
131,0.0
132,0.0
133,24.933333333333334
134,27.836734693877553
135,0.0
136,21.166666666666668
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,21.0
158,0.0
159,24.142857142857142
160,23.5
161,24.133333333333333
162,22.4
163,23.5
164,21.5
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,21.88888888888889
188,22.416666666666668
189,24.97222222222222
190,26.16949152542373
191,26.191860465116278
192,27.090425531914892
193,26.36263736263736
194,25.792857142857144
195,24.161538461538463
196,23.047619047619047
197,21.88888888888889
198,21.5
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,23.0
205,22.71153846153846
206,24.823529411764707
207,25.966666666666665
208,26.471264367816094
209,27.34
210,26.60352422907489
211,26.308457711442784
212,25.41322314049587
213,22.67391304347826
214,23.375
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,22.25
221,24.1864406779661
222,23.989690721649485
223,24.57758620689655
224,24.253521126760564
225,25.043795620437955
226,24.284615384615385
227,25.123595505617978
228,24.25
229,22.5
230,21.0
231,0.0
232,0.0
233,0.0
234,22.666666666666668
235,24.583333333333332
236,24.03076923076923
237,24.70886075949367
238,23.98901098901099
239,24.228571428571428
240,23.093023255813954
241,21.875
242,22.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,21.6
251,22.916666666666668
252,23.333333333333332
253,23.444444444444443
254,23.634146341463413
255,23.102040816326532
256,22.533333333333335
257,25.653333333333332
258,22.166666666666668
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,24.692307692307693
305,27.555555555555557
306,0.0
307,21.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,22.357142857142858
325,23.870967741935484
326,25.823383084577113
327,27.39667896678967
328,27.496598639455783
329,27.04259259259259
330,25.347432024169184
331,24.479591836734695
332,23.571428571428573
333,21.333333333333332
334,0.0
335,0.0
336,21.0
337,23.307692307692307
338,22.31578947368421
339,23.177777777777777
340,24.40366972477064
341,25.29032258064516
342,26.12230215827338
343,25.596153846153847
344,26.336322869955158
345,27.146341463414632
346,27.00966183574879
347,26.269430051813472
348,25.11464968152866
349,25.008928571428573
350,22.89189189189189
351,22.526315789473685
352,22.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,22.2
369,25.954545454545453
370,25.09090909090909
371,25.302325581395348
372,24.07547169811321
373,24.130434782608695
374,21.0
375,21.0
376,25.705882352941178
377,25.36
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,21.0
387,22.133333333333333
388,23.53846153846154
389,24.833333333333332
390,25.366336633663366
391,24.394736842105264
392,24.771929824561404
393,23.0
394,22.928571428571427
395,0.0
396,22.25
397,22.68421052631579
398,23.025
399,22.844444444444445
400,23.2
401,25.672619047619047
402,28.250728862973762
403,28.50125313283208
404,28.13973384030418
405,26.63711911357341
406,24.955445544554454
407,23.817307692307693
408,22.727272727272727
409,0.0
410,21.0
411,21.90909090909091
412,24.32075471698113
413,24.42924528301887
414,26.954682779456192
415,27.718619246861923
416,28.333683105981113
417,28.825396825396826
418,29.334453781512604
419,28.831955922865014
420,25.88095238095238
421,22.931818181818183
422,22.16
423,23.961904761904762
424,25.578282828282827
425,26.552486187845304
426,26.204663212435232
427,25.020833333333332
428,23.608695652173914
429,25.333333333333332
430,25.288888888888888
431,24.82233502538071
432,24.35185185185185
433,25.470588235294116
434,22.933333333333334
435,21.333333333333332
436,22.53846153846154
437,22.541666666666668
438,23.714285714285715
439,25.139344262295083
440,24.661290322580644
441,22.9
442,21.5
443,27.392857142857142
444,24.3
445,24.11111111111111
446,23.0
447,24.428571428571427
448,21.666666666666668
449,26.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,21.4
467,24.35593220338983
468,25.12957746478873
469,25.219101123595507
470,24.942528735632184
471,26.346153846153847
472,26.314928425357873
473,28.33593141075604
474,29.23570432357043
475,27.86631016042781
476,28.473317865429234
477,29.74878048780488
478,28.699386503067483
479,28.235668789808916
480,27.918781725888326
481,26.280898876404493
482,28.655913978494624
483,28.646341463414632
484,26.23913043478261
485,26.406593406593405
486,26.76063829787234
487,25.533333333333335
488,21.75
489,23.181818181818183
490,22.11111111111111
491,23.62962962962963
492,23.142857142857142
493,24.37837837837838
494,24.0
495,23.65714285714286
496,23.31578947368421
497,24.4
498,0.0
499,0.0
500,0.0
501,0.0
502,23.0
503,21.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,22.0
529,25.267857142857142
530,26.714285714285715
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,26.384615384615383
563,25.727272727272727
564,24.333333333333332
565,0.0
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,28.579710144927535
599,25.272727272727273
600,0.0
601,22.5
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,26.0
625,29.393617021276597
626,25.125
627,0.0
628,0.0
629,22.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,26.69090909090909
667,26.48
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,21.6
694,28.19672131147541
695,26.785714285714285
696,0.0
697,23.0
698,21.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,23.647058823529413
706,24.429906542056074
707,26.16883116883117
708,26.195402298850574
709,26.973063973063972
710,28.887982195845698
711,28.63
712,25.877717391304348
713,24.65340909090909
714,26.178571428571427
715,27.387179487179488
716,27.64066496163683
717,25.98913043478261
718,25.211920529801326
719,25.430379746835442
720,24.23913043478261
721,23.61904761904762
722,24.583333333333332
723,24.166666666666668
724,21.0
725,22.571428571428573
726,23.430555555555557
727,26.714285714285715
728,26.333333333333332
729,23.266666666666666
730,0.0
731,23.15
732,23.17543859649123
733,23.414634146341463
734,22.0
735,22.0
736,23.333333333333332
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,22.0
755,28.23076923076923
756,26.27777777777778
757,0.0
758,22.5
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,23.0
787,31.9375
788,29.708333333333332
789,28.5
790,25.90909090909091
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,25.333333333333332
804,31.209876543209877
805,27.61764705882353
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,23.833333333333332
844,28.047337278106507
845,35.58613861386139
846,41.576530612244895
847,43.756227758007114
848,42.55395683453237
849,40.50076180802438
850,38.553361542078044
851,39.38513931888545
852,41.30769230769231
853,36.13557358053303
854,33.23169398907104
855,32.27438231469441
856,31.464912280701753
857,29.871080139372822
858,29.993548387096773
859,29.131474103585656
860,30.864406779661017
861,34.54218106995885
862,36.958034800409415
863,40.557814485387546
864,41.86294416243655
865,42.023282887078
866,41.47034339229969
867,40.67857142857143
868,38.19805194805195
869,34.26310043668122
870,33.763513513513516
871,34.05562742561449
872,33.193630573248406
873,33.531722054380666
874,32.817460317460316
875,31.112244897959183
876,29.93243243243243
877,26.590673575129532
878,24.45045045045045
879,22.5
880,0.0
881,0.0
882,0.0
883,21.0
884,23.076923076923077
885,24.14516129032258
886,25.155844155844157
887,25.970588235294116
888,25.757575757575758
889,22.677419354838708
890,21.5
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,21.666666666666668
901,22.695652173913043
902,22.233333333333334
903,23.2
904,22.178571428571427
905,25.659574468085108
906,26.837209302325583
907,23.982142857142858
908,25.2
909,26.060606060606062
910,24.133333333333333
911,22.705882352941178
912,25.285714285714285
913,21.0
914,22.166666666666668
915,21.25
916,22.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,28.642857142857142
924,29.74712643678161
925,27.2
926,22.11111111111111
927,22.166666666666668
928,22.482758620689655
929,23.27027027027027
930,24.711111111111112
931,22.0
932,24.0
933,26.47682119205298
934,32.347692307692306
935,33.99523809523809
936,33.523305084745765
937,35.352380952380955
938,35.74030354131535
