Frame,ME
1,0
1,0.0
2,0.0
3,0.0
4,26.833333333333332
5,28.244897959183675
6,28.23076923076923
7,25.96875
8,25.333333333333332
9,26.03448275862069
10,25.5
11,28.441860465116278
12,29.678571428571427
13,27.849094567404425
14,28.391875746714458
15,28.835443037974684
16,30.08157099697885
17,30.746296296296297
18,29.901714285714284
19,28.973285198555956
20,27.431924882629108
21,27.470066518847005
22,26.657004830917874
23,27.486571879936808
24,26.807692307692307
25,26.518409425625922
26,26.21565934065934
27,26.1046875
28,26.37272727272727
29,26.413265306122447
30,26.64066852367688
31,27.828996282527882
32,26.587813620071685
33,27.245535714285715
34,27.796747967479675
35,28.181102362204726
36,28.0
37,26.651162790697676
38,27.11263736263736
39,26.708333333333332
40,25.5
41,24.607843137254903
42,26.749003984063744
43,27.581818181818182
44,27.026627218934912
45,28.32249322493225
46,28.570230607966458
47,28.276481149012568
48,28.810690423162583
49,28.45272206303725
50,27.28428093645485
51,27.627490039840637
52,29.53546910755149
53,29.864741641337385
54,30.31024096385542
55,30.42953020134228
56,30.128386336866903
57,30.014943960149438
58,30.170623145400594
59,30.27054794520548
60,29.3018018018018
61,28.223684210526315
62,26.12773722627737
63,25.614285714285714
64,25.453125
65,23.821428571428573
66,26.85276073619632
67,29.365482233502537
68,34.718120805369125
69,34.93207547169811
70,32.3374613003096
71,30.506637168141594
72,29.92661870503597
73,32.64378109452736
74,36.618196588139725
75,40.26806670784435
76,41.15601300108342
77,41.85963983050848
78,41.99407327586207
79,41.30406504065041
80,40.01200480192077
81,37.76967930029154
82,33.69741697416974
83,30.814814814814813
84,29.4
85,27.229241877256317
86,26.241691842900302
87,26.080321285140563
88,25.598591549295776
89,24.91588785046729
90,25.0989010989011
91,26.949579831932773
92,27.528776978417266
93,27.846315789473685
94,29.79045996592845
95,32.201079622132255
96,35.05742821473159
97,36.09697933227345
98,32.12955465587044
99,25.202312138728324
100,22.09090909090909
101,22.4375
102,23.366666666666667
103,23.870967741935484
104,23.42
105,23.677419354838708
106,23.8
107,22.0
108,23.125
109,23.125
110,23.973684210526315
111,24.347517730496453
112,26.01158301158301
113,27.46954314720812
114,27.660146699266505
115,28.975103734439834
116,28.99352051835853
117,28.449484536082473
118,27.77304964539007
119,27.959227467811157
120,27.605922551252846
121,26.148846960167713
122,25.609170305676855
123,25.398203592814372
124,27.315634218289084
125,29.122448979591837
126,31.620938628158846
127,35.97029702970297
128,39.336683417085425
129,44.53138075313807
130,51.425925925925924
131,53.99596774193548
132,42.3574144486692
133,32.20967741935484
134,27.441176470588236
135,25.261111111111113
136,23.390243902439025
137,23.13157894736842
138,25.557142857142857
139,25.08
140,25.428571428571427
141,25.428571428571427
142,24.79047619047619
143,27.03846153846154
144,27.807692307692307
145,27.3125
146,22.7
147,28.333333333333332
148,21.25
149,21.666666666666668
150,0.0
151,24.096774193548388
152,0.0
153,21.76923076923077
154,30.75151515151515
155,32.77173913043478
156,33.39718309859155
157,32.19109947643979
158,30.027649769585253
159,24.441176470588236
160,23.98181818181818
161,28.80666666666667
162,27.71291866028708
163,24.469135802469136
164,0.0
165,27.337078651685392
