FrameNumber,ROI
265,"[318, 34, 684, 525]"
266,"[320, 34, 684, 525]"
267,"[320, 34, 684, 524]"
268,"[319, 35, 684, 524]"
269,"[317, 35, 684, 524]"
270,"[313, 35, 684, 525]"
271,"[313, 35, 684, 525]"
272,"[315, 35, 684, 525]"
273,"[314, 35, 684, 525]"
274,"[314, 35, 684, 525]"
275,"[316, 35, 684, 525]"
276,"[316, 35, 684, 524]"
277,"[316, 35, 683, 525]"
278,"[316, 35, 683, 525]"
279,"[315, 35, 683, 524]"
280,"[314, 35, 683, 525]"
281,"[314, 34, 684, 525]"
282,"[315, 34, 684, 525]"
283,"[315, 34, 684, 525]"
284,"[314, 33, 684, 525]"
285,"[314, 33, 684, 525]"
286,"[314, 35, 684, 524]"
287,"[314, 35, 683, 524]"
288,"[314, 35, 683, 524]"
289,"[314, 35, 683, 524]"
290,"[315, 35, 683, 524]"
291,"[315, 35, 683, 524]"
292,"[314, 35, 683, 524]"
293,"[314, 35, 683, 524]"
294,"[315, 35, 682, 524]"
295,"[315, 36, 683, 525]"
296,"[314, 36, 683, 525]"
297,"[314, 36, 684, 525]"
298,"[316, 35, 684, 525]"
299,"[316, 35, 684, 525]"
300,"[316, 35, 684, 524]"
301,"[316, 35, 684, 524]"
302,"[317, 34, 684, 524]"
303,"[320, 34, 684, 524]"
304,"[320, 34, 684, 524]"
305,"[319, 34, 684, 524]"
306,"[318, 34, 683, 524]"
307,"[318, 34, 683, 524]"
308,"[318, 34, 683, 524]"
309,"[317, 34, 683, 524]"
310,"[316, 35, 682, 524]"
311,"[316, 34, 682, 524]"
312,"[317, 34, 682, 524]"
313,"[317, 34, 682, 524]"
314,"[317, 35, 682, 525]"
315,"[314, 35, 683, 525]"
316,"[314, 35, 683, 524]"
317,"[315, 35, 683, 524]"
318,"[317, 35, 683, 524]"
319,"[317, 35, 684, 524]"
320,"[316, 35, 684, 524]"
321,"[316, 35, 684, 524]"
322,"[316, 35, 684, 524]"
323,"[316, 35, 683, 524]"
324,"[317, 34, 683, 524]"
325,"[317, 34, 683, 524]"
326,"[319, 34, 683, 524]"
327,"[318, 34, 683, 524]"
328,"[318, 34, 683, 524]"
329,"[319, 34, 684, 524]"
330,"[314, 35, 684, 524]"
331,"[314, 37, 684, 525]"
332,"[314, 37, 684, 525]"
333,"[315, 37, 683, 525]"
334,"[314, 37, 682, 524]"
335,"[314, 37, 682, 524]"
336,"[315, 37, 682, 524]"
337,"[315, 37, 683, 524]"
338,"[315, 37, 684, 524]"
339,"[315, 37, 684, 524]"
340,"[313, 37, 683, 524]"
341,"[313, 36, 683, 524]"
342,"[316, 36, 683, 524]"
343,"[317, 36, 684, 524]"
344,"[318, 36, 684, 524]"
345,"[315, 36, 685, 524]"
346,"[315, 37, 685, 524]"
347,"[316, 37, 685, 524]"
348,"[315, 37, 685, 525]"
349,"[315, 36, 685, 525]"
350,"[318, 36, 685, 524]"
351,"[320, 36, 685, 524]"
352,"[318, 36, 685, 524]"
353,"[318, 35, 684, 524]"
354,"[320, 35, 685, 524]"
355,"[319, 36, 685, 523]"
356,"[319, 36, 685, 523]"
357,"[319, 36, 684, 523]"
358,"[319, 36, 684, 523]"
359,"[319, 36, 684, 523]"
360,"[314, 36, 684, 523]"
361,"[314, 38, 683, 523]"
362,"[314, 37, 683, 523]"
363,"[314, 37, 683, 523]"
364,"[314, 37, 683, 523]"
365,"[314, 37, 683, 523]"
366,"[314, 37, 683, 523]"
367,"[313, 37, 683, 523]"
368,"[313, 37, 683, 523]"
369,"[312, 37, 683, 524]"
370,"[312, 37, 683, 524]"
371,"[312, 37, 682, 524]"
372,"[311, 37, 682, 524]"
373,"[311, 37, 682, 524]"
374,"[312, 37, 682, 524]"
375,"[312, 37, 684, 524]"
376,"[311, 38, 684, 524]"
377,"[311, 37, 683, 524]"
378,"[314, 37, 684, 523]"
379,"[316, 37, 684, 523]"
380,"[316, 37, 683, 523]"
381,"[316, 37, 683, 523]"
382,"[316, 37, 683, 523]"
383,"[316, 37, 684, 523]"
384,"[316, 37, 684, 524]"
385,"[316, 37, 685, 524]"
386,"[317, 37, 685, 524]"
