Frame,ME
1,0
1,23.0
2,23.8
3,24.5
4,0.0
5,27.857142857142858
6,0.0
7,23.333333333333332
8,0.0
9,0.0
10,24.0
11,21.0
12,0.0
13,0.0
14,0.0
15,27.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,26.583333333333332
22,22.5
23,23.5
24,0.0
25,22.88888888888889
26,23.0
27,0.0
28,24.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,23.661290322580644
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,25.5
44,23.375
45,24.357142857142858
46,26.951612903225808
47,23.208333333333332
48,27.09090909090909
49,26.756756756756758
50,29.924253459577567
51,34.51344860710855
52,39.55634310427679
53,48.79681992049801
54,49.241529063663265
55,49.66507063298017
56,50.851096140040866
57,48.00923677821176
58,44.43164899041403
59,42.629673621152655
60,42.322083121863194
61,39.359759798128216
62,39.21131896005073
63,39.30914154652687
64,38.65196332814392
65,39.99472707743384
66,42.266693524020546
67,43.5485880529994
68,44.73152780173653
69,44.398014904278554
70,43.38053788204067
71,41.46376660043919
72,41.55621722027972
73,42.859154283617684
74,41.96125955127269
75,37.58133921798497
76,40.64569259473718
77,43.82946280784471
78,47.79089977054142
79,46.5247674783154
80,46.362369139736
81,48.12553662026799
82,48.465269461077845
83,48.47296037296037
84,44.835852429709085
85,41.92851303478972
86,45.16563245823389
87,44.003887729945
88,37.887033294330394
89,35.00048810250153
90,34.93857634902411
91,37.092909896602656
92,39.460631494804154
93,33.47631578947368
94,34.24095607235142
95,33.75274323335772
96,29.34650967199327
97,29.316279069767443
98,30.599547511312217
99,31.807391983342008
100,31.645796064400717
101,30.620303756994403
102,29.98756906077348
103,28.25706594885599
104,30.658666666666665
105,27.931129476584022
106,25.132575757575758
107,28.415313225058004
108,30.268833087149186
109,32.74282147315855
110,31.99479843953186
111,35.19701492537313
112,31.99743062692703
113,27.65121412803532
114,27.2
115,25.443859649122807
116,25.897932816537466
117,29.22020202020202
118,30.375478927203066
119,31.335841956726245
120,33.33054830287206
121,32.94217862674238
122,32.11470755252697
123,30.829754601226995
124,30.437691521961185
125,28.437040923399792
126,26.809701492537314
127,27.976847290640393
128,29.71105308964317
129,30.359880749574106
130,29.266580534022395
131,30.903112449799195
132,29.653641207815276
133,27.4711802378774
134,30.288401253918494
135,30.61241610738255
136,27.123595505617978
137,24.6796875
138,25.219224283305227
139,26.57278208440999
140,28.789802289281997
141,27.240352811466373
142,28.91863765373699
143,28.48470363288719
144,30.157824933687003
145,28.443722943722943
146,29.73854447439353
147,24.84476534296029
148,27.03769841269841
149,29.865346534653465
150,26.04268292682927
151,30.088560885608857
152,26.722972972972972
153,35.76255707762557
154,31.72596685082873
155,28.042801556420233
156,28.290488431876607
157,28.778350515463917
158,37.497757847533634
159,29.377450980392158
160,26.083333333333332
161,26.555555555555557
162,26.93859649122807
163,27.74468085106383
164,25.411392405063292
165,26.092436974789916
166,24.706766917293233
167,24.235294117647058
168,25.32075471698113
169,24.9875
170,23.60377358490566
171,24.87878787878788
172,23.08695652173913
173,21.0
174,23.930555555555557
175,26.482649842271293
176,23.74
177,24.036585365853657
178,23.61111111111111
179,31.28767123287671
180,26.70175438596491
181,26.462962962962962
182,28.764705882352942
183,25.65625
184,25.8125
185,22.227272727272727
186,0.0
187,22.0
188,23.0
189,23.166666666666668
190,24.466666666666665
191,28.15972222222222
192,25.53731343283582
193,26.115384615384617
194,22.892857142857142
195,23.235294117647058
196,26.534246575342465
197,28.43103448275862
198,34.285714285714285
199,22.88888888888889
200,22.555555555555557
201,24.884615384615383
202,31.34065934065934
203,33.143540669856456
204,29.261627906976745
205,22.375
206,24.77173913043478
207,24.71309192200557
208,26.573684210526316
209,31.485897435897435
210,36.63356164383562
211,35.93307839388145
212,25.462962962962962
213,26.392857142857142
214,24.547619047619047
215,28.01923076923077
216,28.0
217,23.8
218,22.0
219,21.0
220,0.0
221,27.333333333333332
222,21.6
223,23.0
224,21.0
225,22.666666666666668
226,21.789473684210527
227,21.941176470588236
228,24.62135922330097
229,26.235294117647058
230,25.543624161073826
231,27.781990521327014
232,25.963768115942027
233,25.2
234,23.666666666666668
235,21.0
236,24.0
237,0.0
238,0.0
239,24.333333333333332
240,28.0
241,28.0
242,28.0
243,25.857142857142858
244,24.666666666666668
245,27.718446601941746
246,32.56315789473684
247,28.551724137931036
248,33.4367816091954
249,26.0
250,25.633333333333333
251,23.954545454545453
252,23.92
253,25.806122448979593
254,23.217391304347824
255,24.22222222222222
256,26.603448275862068
257,25.71641791044776
258,25.939393939393938
259,25.457142857142856
260,24.5
261,22.38888888888889
262,24.454545454545453
263,23.076923076923077
264,24.210526315789473
265,24.555555555555557
266,24.0
267,23.166666666666668
268,22.0
269,23.710526315789473
270,22.181818181818183
271,25.12121212121212
272,24.72
273,0.0
274,0.0
275,24.05
276,0.0
277,21.285714285714285
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,21.5
286,23.571428571428573
287,22.0
288,24.72340425531915
289,23.125
290,22.5
291,23.0
292,22.4
293,27.0
294,0.0
295,26.0
296,26.0
297,23.0
298,22.2
299,22.5
300,22.571428571428573
301,24.44
302,22.454545454545453
303,29.333333333333332
304,29.25
305,21.0
306,24.125
307,23.5
308,0.0
309,26.21875
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,21.0
323,0.0
324,0.0
325,0.0
326,33.44444444444444
327,24.294117647058822
328,23.821428571428573
329,29.953488372093023
330,31.14666666666667
331,23.285714285714285
332,0.0
333,0.0
334,0.0
335,23.095238095238095
336,21.0
337,32.63492063492063
338,0.0
339,21.0
340,0.0
341,23.0
342,0.0
343,0.0
344,0.0
345,25.0
346,0.0
347,0.0
348,21.25
349,22.2
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,29.766990291262136
357,0.0
358,0.0
359,26.36144578313253
360,32.729166666666664
361,26.444444444444443
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,33.073170731707314
368,28.75
369,0.0
370,0.0
371,25.0
372,0.0
373,0.0
374,0.0
375,26.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,25.25
420,30.102564102564102
421,23.0
422,0.0
423,0.0
424,0.0
425,0.0
426,21.0
427,0.0
428,32.142857142857146
429,25.25
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,22.0
436,0.0
437,0.0
438,0.0
439,0.0
440,21.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,35.06521739130435
463,30.333333333333332
464,0.0
465,27.928571428571427
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
