Frame,ME
1,0
1,41.74122621564482
2,42.144466209598434
3,41.65721649484536
4,40.91114196459563
5,39.70598514635212
6,37.226493506493505
7,35.64483342744212
8,35.01499167129373
9,36.578154425612055
10,36.78591549295775
11,34.65271659324523
12,34.199426934097424
13,35.86
14,37.98456109395677
15,42.123051681706315
16,46.023159636062864
17,44.98725528839837
18,43.26287644244301
19,40.35168711656442
20,40.229732007416146
21,42.4633068081344
22,43.33798662996461
23,41.97037037037037
24,42.26814650388457
25,41.698191214470285
26,40.198218902614194
27,39.461775797051764
28,39.553127354935945
29,40.378972145939585
30,39.974979491386385
31,40.12711069418386
32,40.559063690800215
33,44.69077134986226
34,42.01632438125329
35,40.11901565995526
36,38.352059925093634
37,39.39663865546218
38,39.554372975474315
39,40.49767681982447
40,41.23557692307692
41,40.72243107769424
42,39.959706959706956
43,40.6441073512252
44,38.48172757475083
45,31.738095238095237
46,29.115384615384617
47,24.666666666666668
48,23.333333333333332
49,23.783783783783782
50,28.358778625954198
51,26.793991416309012
52,30.859848484848484
53,33.76570545829042
54,33.6810766721044
55,32.25779625779626
56,34.36526181353768
57,35.94268953068592
58,35.92905866302865
59,34.11304644808743
60,36.76112026359144
61,37.839005235602095
62,34.148979591836735
63,34.08745080891998
64,32.58842897460019
65,31.249386753883893
66,28.650416171224734
67,28.632754342431763
68,31.70304568527919
69,26.566860465116278
70,25.0
71,30.328703703703702
72,29.40661938534279
73,28.435714285714287
74,28.452115812917594
75,28.702380952380953
76,28.033846153846152
77,24.438095238095237
78,23.721649484536083
79,23.847058823529412
80,22.73076923076923
81,22.916666666666668
82,0.0
83,0.0
84,23.0
85,0.0
86,0.0
87,23.25
88,26.842105263157894
89,23.0
90,23.6
91,25.92105263157895
92,25.263157894736842
93,0.0
94,0.0
95,26.0
96,23.0
97,22.0
98,28.711111111111112
99,30.325233644859814
100,34.20320077594568
101,36.33932422717469
102,35.44948796014393
103,31.42528735632184
104,30.845637583892618
105,32.270014917951265
106,34.0322692574601
107,33.70498667681766
108,33.74971687429218
109,29.51622418879056
110,28.91346153846154
111,24.47463768115942
112,26.219269102990033
113,27.09478672985782
114,25.46875
115,22.2
116,34.37593984962406
117,28.014084507042252
118,25.192307692307693
119,23.0
120,23.5
121,23.75
122,25.75
123,24.962264150943398
124,23.8
125,23.75
126,27.42105263157895
127,21.333333333333332
128,21.25
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,22.0
139,0.0
140,0.0
141,23.5
142,22.0
143,22.25
144,0.0
145,0.0
146,0.0
147,22.833333333333332
148,0.0
149,21.0
150,23.666666666666668
151,0.0
152,0.0
153,0.0
154,21.5
155,0.0
156,22.0
157,23.666666666666668
158,0.0
159,0.0
160,0.0
161,21.5
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,23.357142857142858
170,21.6
171,28.56497175141243
172,31.426377597109305
173,31.44240837696335
174,30.348195329087048
175,35.34929653679654
176,36.8695027822653
177,36.96507749656661
178,34.78734939759036
179,36.498402555910545
180,37.673469387755105
181,31.325611325611327
182,32.3628736234924
183,33.19563459983832
184,32.5653990806519
185,30.63966836734694
186,28.28995756718529
187,31.07079646017699
188,29.029411764705884
189,24.666666666666668
190,23.333333333333332
191,25.48
192,23.5
193,23.0
194,23.0
195,26.227941176470587
196,23.725806451612904
197,23.441860465116278
198,22.76923076923077
199,23.92063492063492
200,23.6
201,23.761904761904763
202,23.6
203,24.875
204,24.047619047619047
205,23.62962962962963
206,23.11111111111111
207,23.347826086956523
208,22.72222222222222
209,22.866666666666667
210,25.142857142857142
211,30.0
212,22.5
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,22.0
224,0.0
225,0.0
226,21.5
227,26.785714285714285
228,22.25
229,23.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,24.0
241,0.0
242,0.0
243,0.0
244,0.0
245,22.666666666666668
246,23.333333333333332
247,23.333333333333332
248,22.666666666666668
249,21.6
250,21.857142857142858
251,21.666666666666668
252,22.428571428571427
253,24.395833333333332
254,24.102564102564102
255,23.692307692307693
256,22.1
257,21.5
258,23.5
259,24.25
260,0.0
261,21.25
262,0.0
263,0.0
264,0.0
265,0.0
266,23.5
267,0.0
268,0.0
269,0.0
270,25.0
271,0.0
272,22.0
273,0.0
274,24.0
275,21.0
276,21.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,22.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,21.0
292,0.0
293,0.0
294,27.0
295,24.0
296,24.0
297,24.5
298,0.0
299,0.0
300,0.0
301,0.0
302,23.5
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,26.3
314,30.7
315,0.0
316,0.0
317,21.333333333333332
318,23.545454545454547
319,24.857142857142858
320,25.0
321,23.923076923076923
322,0.0
323,0.0
324,25.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,22.444444444444443
339,26.11111111111111
340,22.285714285714285
341,22.25
342,22.0
343,23.375
344,24.88888888888889
345,21.0
346,0.0
347,0.0
348,0.0
349,0.0
350,28.1010101010101
351,32.14347202295552
352,32.62596783799881
353,33.311175337186896
354,33.65358802271554
355,33.345284489477784
356,33.05205479452055
357,27.69465648854962
358,26.61111111111111
359,26.50602409638554
360,28.385714285714286
361,27.16883116883117
362,24.483870967741936
363,25.176470588235293
364,23.916666666666668
365,25.666666666666668
366,24.41176470588235
367,24.766666666666666
368,24.40740740740741
369,26.89830508474576
370,27.192307692307693
371,25.645833333333332
372,25.597701149425287
373,28.637931034482758
374,27.04
375,25.18918918918919
376,23.263157894736842
377,0.0
378,0.0
379,22.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,23.4
387,26.4
388,24.23076923076923
389,25.0
390,0.0
391,25.0
392,0.0
393,23.0
394,23.0
395,22.333333333333332
396,24.307692307692307
397,0.0
398,0.0
399,23.5
400,24.0
401,23.5
402,22.75
403,21.0
404,0.0
405,25.666666666666668
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,21.0
417,0.0
418,0.0
419,0.0
420,24.11111111111111
421,0.0
422,0.0
423,0.0
424,24.153846153846153
425,24.333333333333332
426,23.6
427,21.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
