Frame,ME
1,0
1,40.23407174067676
2,38.76213623695638
3,42.643548953680934
4,43.5983296061339
5,42.7890336379545
6,48.05897084048028
7,45.227850224328066
8,47.94651741293532
9,48.151821595625535
10,45.61755994358251
11,50.36505229364701
12,45.93485953413951
13,49.174776956075476
14,49.21311560934892
15,46.35810890971646
16,51.15754098754171
17,45.28678458581713
18,46.47892390958294
19,44.43863106249497
20,39.074573472757294
21,43.42569861582658
22,43.9617271493685
23,47.79107226299442
24,48.29478916320734
25,46.715975549314386
26,52.245914319219544
27,48.16165514464058
28,50.817373380447584
29,49.45748619109178
30,45.66977592675455
31,50.444760389220775
32,45.35651612903226
33,46.202141582391434
34,44.89674810446504
35,41.06583169905509
36,42.95918367346939
37,35.54372576004003
38,35.941276707301085
39,35.37853243416827
40,32.47022988505747
41,35.9481101394811
42,30.40881337934696
43,31.1875
44,33.32608695652174
45,30.80793319415449
46,33.298851831601965
47,35.9743906455863
48,34.706731254415175
49,37.01072285542892
50,31.58812785388128
51,32.73537570859968
52,32.53217158176944
53,31.22223647088997
54,36.04963566842219
55,32.174474240569715
56,33.46178665053438
57,32.19227026275546
58,28.140428976123026
59,27.231113320079523
60,34.05681818181818
61,26.733285917496445
62,26.33112895606991
63,27.11829134720701
64,26.849130280440185
65,24.413861386138613
66,26.28370221327968
67,26.20280373831776
68,24.325714285714287
69,25.55220588235294
70,26.733333333333334
71,26.821643286573146
72,28.035046728971963
73,32.49608763693271
74,31.486507626124364
75,31.37219730941704
76,28.85483870967742
77,26.98421052631579
78,24.0
79,24.360042735042736
80,28.14
81,32.94066570188133
82,33.50788288288288
83,30.04824561403509
84,28.271257905832748
85,39.21343873517787
86,30.114604462474645
87,24.947580645161292
88,24.783783783783782
89,26.912980068060282
90,23.73381294964029
91,28.528654970760233
92,30.888483433075464
93,31.75
94,37.79788656184353
95,33.92025983807193
96,37.27434562872445
97,36.879359458002924
98,33.49995034263581
99,36.388165391502525
100,33.313468158347675
101,35.316098539100544
102,35.326939419691634
103,32.87626331603387
104,35.06685685026699
105,30.208972672804325
106,32.56463414634146
107,33.04988686563948
108,29.24487248082754
109,30.30612745098039
110,28.631489361702126
111,31.552870090634443
112,32.575501113585744
113,31.683983781044095
114,34.21579099307159
115,32.433465085639
116,33.41466346153846
117,33.19484732824427
118,31.18174603174603
119,33.615509824439016
120,30.430297173230247
121,31.783803591058994
122,31.503333333333334
123,29.78839239856189
124,30.23082319925164
125,29.962603878116344
126,28.246406570841888
127,26.32316313823163
128,24.238095238095237
129,25.33414043583535
130,23.833865814696484
131,22.75
132,25.505903723887375
133,25.463414634146343
134,25.258957654723126
135,25.044444444444444
136,25.0
137,25.373794212218648
138,24.08
139,24.782278481012657
140,24.58284023668639
141,21.0
142,24.95983086680761
143,0.0
144,25.40376569037657
145,24.66021505376344
146,0.0
147,24.866412213740457
148,27.1984126984127
149,27.911037891268535
150,26.820224719101123
151,28.9010989010989
152,27.36100278551532
153,25.906735751295336
154,26.2183908045977
155,26.498644986449865
156,30.08584686774942
157,28.59715242881072
158,30.584183673469386
159,25.05286343612335
160,24.565217391304348
161,25.125
162,25.255924170616115
163,29.97029702970297
164,30.486486486486488
165,29.217142857142857
166,31.289719626168225
167,26.731906859660164
168,29.251633986928105
169,28.319254658385095
170,25.437939110070257
171,32.70646766169154
172,30.674476570289134
173,32.18283582089552
174,30.715377268385865
175,28.463803680981595
176,34.855932203389834
177,28.254166666666666
178,29.83028720626632
179,26.092664092664094
180,24.33686440677966
181,22.75
182,25.421155729676787
183,27.666666666666668
184,25.04385964912281
185,24.672
186,0.0
187,25.293121693121694
188,24.333333333333332
189,25.523076923076925
190,26.378768020969854
191,27.458695652173912
192,26.605361596009974
193,27.333333333333332
194,25.33739837398374
195,26.169708029197082
196,26.625468164794007
197,26.664502164502164
198,27.5
199,29.308755760368662
200,30.928904428904428
201,30.49948717948718
202,27.51240694789082
203,27.545454545454547
204,29.48377581120944
205,29.90058862001308
206,30.217640320733103
207,25.908933217692976
208,22.5625
209,28.415384615384614
210,24.598757763975154
211,0.0
212,25.173202614379086
213,24.704109589041096
214,24.76923076923077
215,25.022658610271904
216,21.333333333333332
217,24.823076923076922
218,24.457227138643066
219,24.692307692307693
220,24.528787878787877
221,0.0
222,25.2406015037594
223,24.192028985507246
224,0.0
225,24.484351713859912
226,22.0
227,25.19705882352941
228,25.102244389027433
229,23.142857142857142
230,24.223752151462996
231,0.0
232,24.24822695035461
233,24.05217391304348
234,0.0
235,24.469135802469136
236,0.0
237,25.04739336492891
238,24.32919254658385
239,0.0
240,24.405545927209705
241,24.555555555555557
242,25.120274914089347
243,28.81218274111675
244,30.60655737704918
245,26.644820295983088
246,31.417335473515248
247,31.709730440499673
248,31.815209665955933
249,29.597733711048157
250,27.507565337001374
251,29.737068965517242
252,29.33889403768922
253,28.82553788587465
254,28.187707641196013
255,25.906285714285715
256,21.8
257,24.565853658536586
258,23.73548387096774
259,21.2
260,24.506072874493928
261,28.937007874015748
262,26.224409448818896
263,25.38586956521739
264,26.055555555555557
265,24.51588785046729
266,0.0
267,24.72300469483568
268,24.791666666666668
269,26.0
270,23.765072765072766
271,23.7
272,24.61878453038674
273,23.90573770491803
274,21.5
275,24.182724252491695
276,0.0
277,25.04501607717042
278,24.01801801801802
279,0.0
280,24.881863560732114
281,0.0
282,24.416666666666668
283,24.52238805970149
284,0.0
285,24.50925925925926
286,0.0
287,24.549668874172184
288,24.32013201320132
289,0.0
290,24.6158940397351
291,21.0
292,21.0
293,24.52992700729927
294,0.0
295,25.491525423728813
296,24.21264367816092
297,0.0
298,24.498194945848375
299,23.5
300,24.96518987341772
301,24.01094890510949
302,24.0
303,25.001855287569573
304,0.0
305,24.359375
306,24.057803468208093
307,21.5
308,24.258979206049148
309,0.0
310,24.64822134387352
311,24.314176245210728
312,0.0
313,24.779683377308707
314,0.0
315,24.325
316,24.278688524590162
317,0.0
318,24.474254742547426
319,0.0
320,25.48876404494382
321,24.382022471910112
322,0.0
323,24.771474878444085
324,0.0
325,24.422053231939163
326,24.524714828897338
327,0.0
328,24.365625
329,23.0
330,25.04705882352941
331,26.475195822454307
332,30.25531914893617
333,25.905897114178167
334,28.926470588235293
335,25.509493670886076
336,25.2103825136612
337,27.08695652173913
338,24.867924528301888
339,28.692307692307693
340,25.827464788732396
341,25.079691516709513
342,29.44736842105263
343,24.750716332378225
344,24.653846153846153
345,26.2172131147541
346,25.354938271604937
347,28.96969696969697
348,25.420612813370475
349,32.172413793103445
350,25.18975903614458
351,26.138952164009112
352,26.664556962025316
353,27.296404275996114
354,28.469072164948454
355,27.563275434243177
356,26.440928270042193
357,26.35593220338983
358,25.203957382039572
359,24.214285714285715
360,24.470031545741325
361,24.629032258064516
362,23.0
363,24.74715909090909
364,24.93877551020408
365,26.25506072874494
366,26.619926199261993
367,24.81081081081081
368,24.772988505747126
369,0.0
370,24.908602150537636
371,24.7431906614786
372,23.4375
373,25.037783375314863
