FrameNumber,ROI
698,"[323, 34, 706, 532]"
699,"[324, 34, 706, 532]"
700,"[324, 34, 706, 531]"
701,"[324, 34, 706, 531]"
702,"[326, 34, 704, 531]"
703,"[325, 33, 704, 531]"
704,"[325, 33, 704, 531]"
705,"[326, 33, 704, 531]"
706,"[325, 33, 703, 531]"
707,"[325, 33, 703, 531]"
708,"[325, 33, 703, 531]"
709,"[325, 33, 704, 531]"
710,"[322, 32, 704, 531]"
711,"[322, 32, 704, 531]"
712,"[323, 32, 703, 531]"
713,"[323, 32, 705, 532]"
714,"[323, 34, 705, 532]"
715,"[324, 34, 704, 531]"
716,"[324, 34, 704, 531]"
717,"[326, 34, 703, 531]"
718,"[326, 33, 703, 531]"
719,"[327, 33, 703, 531]"
720,"[324, 33, 704, 532]"
721,"[324, 34, 704, 532]"
722,"[325, 34, 703, 531]"
723,"[325, 33, 703, 531]"
724,"[324, 33, 704, 532]"
725,"[324, 33, 704, 532]"
726,"[326, 33, 703, 531]"
727,"[327, 33, 703, 531]"
728,"[327, 33, 702, 531]"
729,"[326, 33, 702, 531]"
730,"[325, 33, 701, 531]"
731,"[325, 33, 701, 531]"
732,"[326, 33, 701, 532]"
733,"[326, 33, 701, 532]"
734,"[326, 33, 701, 532]"
735,"[326, 32, 701, 532]"
736,"[326, 32, 701, 531]"
737,"[325, 32, 701, 531]"
738,"[324, 32, 701, 531]"
739,"[324, 32, 701, 531]"
740,"[325, 32, 701, 531]"
741,"[326, 32, 701, 531]"
742,"[325, 33, 701, 531]"
743,"[324, 32, 701, 531]"
744,"[324, 32, 702, 531]"
745,"[326, 32, 702, 531]"
746,"[326, 32, 703, 531]"
747,"[325, 32, 704, 531]"
748,"[324, 32, 704, 531]"
749,"[324, 33, 704, 531]"
750,"[324, 33, 704, 532]"
751,"[324, 33, 704, 532]"
752,"[324, 33, 703, 532]"
753,"[324, 33, 702, 532]"
754,"[325, 33, 702, 531]"
755,"[325, 33, 702, 531]"
756,"[324, 33, 702, 531]"
757,"[324, 34, 702, 531]"
758,"[323, 34, 702, 531]"
759,"[323, 34, 703, 531]"
760,"[324, 35, 703, 530]"
761,"[324, 33, 704, 531]"
762,"[324, 33, 704, 531]"
763,"[325, 34, 705, 531]"
764,"[325, 33, 705, 531]"
765,"[323, 33, 704, 531]"
766,"[323, 34, 703, 531]"
767,"[325, 34, 704, 531]"
768,"[324, 34, 704, 531]"
769,"[324, 34, 705, 532]"
770,"[324, 34, 705, 532]"
771,"[325, 34, 705, 532]"
772,"[325, 34, 705, 532]"
773,"[324, 34, 705, 532]"
774,"[322, 34, 705, 532]"
775,"[322, 33, 705, 531]"
776,"[322, 33, 704, 531]"
777,"[322, 33, 704, 531]"
778,"[324, 33, 705, 531]"
779,"[324, 33, 705, 531]"
780,"[324, 33, 705, 531]"
781,"[324, 33, 704, 531]"
782,"[324, 33, 704, 531]"
783,"[324, 33, 704, 531]"
784,"[325, 33, 704, 531]"
785,"[325, 33, 704, 531]"
786,"[325, 32, 704, 531]"
787,"[325, 32, 704, 531]"
788,"[325, 32, 704, 531]"
789,"[325, 32, 705, 531]"
790,"[326, 32, 705, 531]"
791,"[327, 31, 707, 531]"
792,"[330, 31, 707, 530]"
793,"[330, 31, 708, 530]"
794,"[331, 31, 708, 530]"
795,"[329, 31, 706, 530]"
796,"[329, 31, 705, 530]"
797,"[328, 31, 705, 530]"
798,"[327, 31, 705, 531]"
799,"[327, 31, 704, 531]"
800,"[327, 31, 705, 531]"
801,"[327, 31, 705, 531]"
802,"[327, 31, 705, 531]"
803,"[328, 31, 704, 531]"
804,"[328, 31, 704, 531]"
805,"[328, 31, 703, 531]"
806,"[328, 31, 704, 531]"
807,"[327, 31, 704, 531]"
808,"[326, 31, 704, 531]"
809,"[326, 31, 704, 531]"
810,"[325, 31, 704, 531]"
811,"[325, 31, 704, 531]"
812,"[326, 31, 704, 531]"
813,"[326, 31, 704, 531]"
814,"[326, 31, 703, 531]"
815,"[326, 31, 703, 531]"
816,"[327, 30, 702, 531]"
817,"[327, 30, 702, 531]"
818,"[327, 30, 701, 531]"
